village_id,panchayat_id,lat,lon
VIL_0999,KL_PANCH_0999,9.39338,76.92389
VIL_1000,KL_PANCH_1000,9.34013,76.83759
VIL_1001,KL_PANCH_1001,9.3125,76.79686
VIL_1002,KL_PANCH_1002,9.28675,76.84403
VIL_1003,KL_PANCH_1003,9.31622,77.12131
VIL_1004,KL_PANCH_1004,9.16153,77.0516
VIL_1005,KL_PANCH_1005,9.26444,76.94439
VIL_1006,KL_PANCH_1006,9.13567,76.88352
VIL_1007,KL_PANCH_1007,9.22913,76.81428
VIL_1008,KL_PANCH_1008,9.23221,76.86002
VIL_1009,KL_PANCH_1009,9.22809,76.76809
VIL_1010,KL_PANCH_1010,9.2444,76.76445
VIL_1011,KL_PANCH_1011,9.26505,76.79845
VIL_1012,KL_PANCH_1012,9.31436,76.7538
VIL_1013,KL_PANCH_1013,9.28776,76.73953
VIL_1014,KL_PANCH_1014,9.25451,76.73271
VIL_1015,KL_PANCH_1015,9.25087,76.68087
VIL_1016,KL_PANCH_1016,9.26604,76.69989
VIL_1017,KL_PANCH_1017,9.30856,76.71241
VIL_1018,KL_PANCH_1018,9.3296,76.71726
VIL_1019,KL_PANCH_1019,9.30995,76.67459
VIL_1020,KL_PANCH_1020,9.21252,76.67777
VIL_1021,KL_PANCH_1021,9.21828,76.71194
VIL_1022,KL_PANCH_1022,9.19731,76.72941
VIL_1023,KL_PANCH_1023,9.17369,76.80333
VIL_1024,KL_PANCH_1024,9.16173,76.73945
VIL_1025,KL_PANCH_1025,9.14146,76.68159
VIL_1026,KL_PANCH_1026,9.10136,76.71077
VIL_1027,KL_PANCH_1027,9.12236,76.73796
VIL_1028,KL_PANCH_1028,9.12866,76.77271
VIL_1029,KL_PANCH_1029,9.12948,76.80924
VIL_1030,KL_PANCH_1030,10.26189,77.06586
VIL_1031,KL_PANCH_1031,10.76329,75.9628
