village_id,panchayat_id,name,name_ml,lat,lon,osm_id
VIL_0471,KL_PANCH_0471,Kizhakkancheryh,കിഴക്കഞ്ചേരി ഗ്രാമപഞ്ചായത്ത്,10.52592,76.49925,relation/11351225
VIL_0472,KL_PANCH_0472,Vandazhyh,വണ്ടാഴി ഗ്രാമപഞ്ചായത്ത്,10.53761,76.54422,relation/11351239
VIL_0473,KL_PANCH_0473,Melarcode Grampanchayat,മേലാർകോട് ഗ്രാമപഞ്ചായത്ത്,10.60287,76.56617,relation/11351266
VIL_0474,KL_PANCH_0474,Vadakkencheryh,വടക്കഞ്ചേരി ഗ്രാമപഞ്ചായത്ത്,10.59434,76.47936,relation/11351279
VIL_0475,KL_PANCH_0475,Kannambrah,കണ്ണമ്പ്ര ഗ്രാമപഞ്ചായത്ത്,10.60238,76.45002,relation/11351295
VIL_0476,KL_PANCH_0476,Puthukodeh,പുതുക്കോട് ഗ്രാമപഞ്ചായത്ത്,10.63973,76.44639,relation/11355527
VIL_0477,KL_PANCH_0477,Kavassery,കാവശ്ശേരി,10.65779,76.50146,relation/11355536
VIL_0478,KL_PANCH_0478,Alathur,ആലത്തൂർ,10.63721,76.54034,relation/11355546
VIL_0479,KL_PANCH_0479,Erimayur,എരിമയൂർ,10.64799,76.57838,relation/11355557
VIL_0480,KL_PANCH_0480,Thenkurissi Grampanchayat,തേങ്കുറിശ്ശി ഗ്രാമപഞ്ചായത്ത്,10.68028,76.61465,relation/11355568
VIL_0481,KL_PANCH_0481,Kuzhalmannamh,കുഴൽമന്ദം ഗ്രാമപഞ്ചായത്ത്,10.70586,76.58674,relation/11355586
VIL_0482,KL_PANCH_0482,Kuthanur Grampanchayat,കുത്തന്നൂർ ഗ്രാമപഞ്ചായത്ത്,10.71303,76.53034,relation/11355599
VIL_0483,KL_PANCH_0483,Tarur Grampanchayat,തരൂർ ഗ്രാമപഞ്ചായത്ത്,10.68265,76.5033,relation/11355604
VIL_0484,KL_PANCH_0484,Peringottukurissih,പെരിങ്ങോട്ടുകുറിശ്ശി ഗ്രാമപഞ്ചായത്ത്,10.74163,76.50481,relation/11355610
VIL_0485,KL_PANCH_0485,Kottayih,കോട്ടായി ഗ്രാമപഞ്ചായത്ത്,10.75848,76.54201,relation/11355653
VIL_0486,KL_PANCH_0486,Mathoor Grampanchayat,മാത്തൂർ ഗ്രാമപഞ്ചായത്ത്,10.74927,76.57566,relation/11355655
VIL_0487,KL_PANCH_0487,Lakkidi Peroor Gram,ലക്കിടിപേരൂർ ഗ്രാമപഞ്ചായത്ത്,10.78026,76.44923,relation/11355805
VIL_0488,KL_PANCH_0488,Ottappalam,ഒറ്റപ്പാലം,10.78694,76.38162,relation/11355811
VIL_0489,KL_PANCH_0489,Vaniyamkulamh,വാണിയംകുളം ഗ്രാമപഞ്ചായത്ത്,10.78446,76.32909,relation/11355813
VIL_0490,KL_PANCH_0490,Shoranur,ഷൊർണ്ണൂർ,10.78733,76.27368,relation/11355820
VIL_0491,KL_PANCH_0491,Chalavarah,ചളവറ ഗ്രാമപഞ്ചായത്ത്,10.83109,76.29806,relation/11355835
VIL_0492,KL_PANCH_0492,Ananganadi,അനങ്ങനടി,10.81841,76.33693,relation/11355844
VIL_0493,KL_PANCH_0493,Ambalapara,അമ്പലപ്പാറ,10.82246,76.42264,relation/11355848
VIL_0494,KL_PANCH_0494,Kadampazhipuramh,കടമ്പഴിപ്പുറം ഗ്രാമപഞ്ചായത്ത്,10.8814,76.46968,relation/11355862
VIL_0495,KL_PANCH_0495,Karimpuzhah,കരിമ്പുഴ ഗ്രാമപഞ്ചായത്ത്,10.92812,76.4278,relation/11355867
VIL_0496,KL_PANCH_0496,Vellinezhih,വെള്ളിനേഴി ഗ്രാമപഞ്ചായത്ത്,10.89989,76.36618,relation/11355883
VIL_0497,KL_PANCH_0497,Sreekrishnapuram Grampanchayat,ശ്രീകൃഷ്ണപുരം ഗ്രാമപഞ്ചായത്ത്,10.89858,76.42017,relation/11355904
VIL_0498,KL_PANCH_0498,Pookottukavuh,പൂക്കോട്ടുകാവ് ഗ്രാമപഞ്ചായത്ത്,10.86748,76.3865,relation/11355972
VIL_0499,KL_PANCH_0499,Thrikkadeeri Grampanchayat,തൃക്കടീരി ഗ്രാമപഞ്ചായത്ത്,10.85724,76.34696,relation/11355980
VIL_0500,KL_PANCH_0500,Cherpulassery,ചെർപ്പുളശ്ശേരി,10.8887,76.30562,relation/11355989
VIL_0501,KL_PANCH_0501,Nellayah,നെല്ലായ ഗ്രാമപഞ്ചായത്ത്,10.87248,76.27935,relation/11355990
VIL_0502,KL_PANCH_0502,Parlih,പറളി ഗ്രാമപഞ്ചായത്ത്,10.80861,76.55799,relation/11356009
VIL_0503,KL_PANCH_0503,Mankarah,മങ്കര ഗ്രാമപഞ്ചായത്ത്,10.80331,76.508,relation/11356011
VIL_0504,KL_PANCH_0504,Keralasserih,കേരളശ്ശേരി ഗ്രാമപഞ്ചായത്ത്,10.82902,76.49478,relation/11356020
VIL_0505,KL_PANCH_0505,Mannoor Grampanchayat,മണ്ണൂർ ഗ്രാമപഞ്ചായത്ത്,10.80763,76.47892,relation/11356029
VIL_0506,KL_PANCH_0506,Kongadh,കോങ്ങാട് ഗ്രാമപഞ്ചായത്ത്,10.86238,76.51442,relation/11356032
VIL_0507,KL_PANCH_0507,Ongallurh,ഓങ്ങല്ലൂർ ഗ്രാമപഞ്ചായത്ത്,10.81091,76.22301,relation/11361621
VIL_0508,KL_PANCH_0508,Vallapuzha,വല്ലപ്പുഴ ഗ്രാമപഞ്ചായത്ത്,10.83954,76.23559,relation/11361626
VIL_0509,KL_PANCH_0509,Kulukkallurh,കുലുക്കല്ലൂർ ഗ്രാമപഞ്ചായത്ത്,10.87905,76.22287,relation/11361627
VIL_0510,KL_PANCH_0510,Vilayurh,വിളയൂർ ഗ്രാമപഞ്ചായത്ത്,10.88713,76.17428,relation/11361631
VIL_0511,KL_PANCH_0511,Koppamh,കൊപ്പം ഗ്രാമപഞ്ചായത്ത്,10.86679,76.18684,relation/11361635
VIL_0512,KL_PANCH_0512,Pattambi,പട്ടാമ്പി,10.81301,76.18806,relation/11361637
VIL_0513,KL_PANCH_0513,Thiruvegappurah,തിരുവേഗപ്പുറ ഗ്രാമപഞ്ചായത്ത്,10.86691,76.13602,relation/11361641
VIL_0514,KL_PANCH_0514,Muthuthalah,മുതുതല ഗ്രാമപഞ്ചായത്ത്,10.82158,76.15462,relation/11361654
VIL_0515,KL_PANCH_0515,Parathurh,പരുതൂർ ഗ്രാമപഞ്ചായത്ത്,10.83246,76.11963,relation/11361677
VIL_0516,KL_PANCH_0516,Thrithala Grampanchayat,തൃത്താല ഗ്രാമപഞ്ചായത്ത്,10.78951,76.14666,relation/11361684
VIL_0517,KL_PANCH_0517,Thirumittacodeh,തിരുമിറ്റക്കോട് ഗ്രാമപഞ്ചായത്ത്,10.75149,76.16272,relation/11361686
VIL_0518,KL_PANCH_0518,Nagalassery Grampanchayat,നാഗലശ്ശേരി ഗ്രാമപഞ്ചായത്ത്,10.75089,76.13514,relation/11361697
VIL_0519,KL_PANCH_0519,Chalisseryh,ചാലിശ്ശേരി ഗ്രാമപഞ്ചായത്ത്,10.7479,76.09036,relation/11361707
VIL_0520,KL_PANCH_0520,Kappoorh,കപ്പൂർ ഗ്രാമപഞ്ചായത്ത്,10.77429,76.05731,relation/11361715
VIL_0521,KL_PANCH_0521,Pattitharah,പട്ടിത്തറ ഗ്രാമപഞ്ചായത്ത്,10.79067,76.09485,relation/11361719
VIL_0522,KL_PANCH_0522,Anakkara,ആനക്കര,10.82045,76.06385,relation/11361736
VIL_0523,KL_PANCH_0523,Edamalakkudi,ഇടമലക്കുടി,10.20217,76.95066,relation/11362895
VIL_0524,KL_PANCH_0524,Kuttampuzhah,കുട്ടമ്പുഴ ഗ്രാമപഞ്ചായത്ത്,10.11181,76.82341,relation/11362952
VIL_0525,KL_PANCH_0525,Ayyampuzha,അയ്യമ്പുഴ,10.23095,76.52053,relation/11363679
VIL_0526,KL_PANCH_0526,Kavalangadh,കവളങ്ങാട് ഗ്രാമപഞ്ചായത്ത്,10.04992,76.72337,relation/11363691
VIL_0527,KL_PANCH_0527,Keerampaarah,കീരംപാറ ഗ്രാമപഞ്ചായത്ത്,10.09511,76.68222,relation/11363708
VIL_0528,KL_PANCH_0528,Pindimanah,പിണ്ടിമന,10.10703,76.62289,relation/11363733
VIL_0529,KL_PANCH_0529,Kottappadyh,കോട്ടപ്പടി ഗ്രാമപഞ്ചായത്ത്,10.1095,76.60114,relation/11363735
VIL_0530,KL_PANCH_0530,Vengoorh,വേങ്ങൂർ ഗ്രാമപഞ്ചായത്ത്,10.15553,76.56435,relation/11363753
VIL_0531,KL_PANCH_0531,Koovappadyh,കൂവപ്പടി ഗ്രാമപഞ്ചായത്ത്,10.15871,76.49622,relation/11363773
VIL_0532,KL_PANCH_0532,Mudakkuzhah,മുടക്കുഴ ഗ്രാമപഞ്ചായത്ത്,10.14977,76.52259,relation/11363776
VIL_0533,KL_PANCH_0533,Malayattoor-Neeleswaramh,മലയാറ്റൂർ-നീലീശ്വരം ഗ്രാമപഞ്ചായത്ത്,10.2064,76.49565,relation/11363781
VIL_0534,KL_PANCH_0534,Kaladyh,കാലടി ഗ്രാമപഞ്ചായത്ത്,10.17897,76.43004,relation/11365648
VIL_0535,KL_PANCH_0535,Manjaprah,മഞ്ഞപ്ര ഗ്രാമപഞ്ചായത്ത്,10.21424,76.44725,relation/11365659
VIL_0536,KL_PANCH_0536,Thuravoor,തുറവൂർ,10.21826,76.42158,relation/11365684
VIL_0537,KL_PANCH_0537,Mookkannoorh,മൂക്കന്നൂർ,10.24533,76.42168,relation/11365706
VIL_0538,KL_PANCH_0538,Karukuttyh,കറുകുറ്റി ഗ്രാമപഞ്ചായത്ത്,10.2481,76.40279,relation/11365709
VIL_0539,KL_PANCH_0539,Parakkadavuh,പാറക്കടവ് ഗ്രാമപഞ്ചായത്ത്,10.195,76.34194,relation/11366131
VIL_0540,KL_PANCH_0540,Angamaly,അങ്കമാലി,10.18674,76.38438,relation/11366136
VIL_0541,KL_PANCH_0541,Nedumbasseryh,നെടുമ്പാശ്ശേരി ഗ്രാമപഞ്ചായത്ത്,10.16929,76.35939,relation/11366156
VIL_0542,KL_PANCH_0542,Sreemoolanagaram,ശ്രീമൂലനഗരം,10.13619,76.39773,relation/11366181
VIL_0543,KL_PANCH_0543,Chengamanaduh,ചെങ്ങമനാട് ഗ്രാമപഞ്ചായത്ത്,10.14361,76.35636,relation/11366185
VIL_0544,KL_PANCH_0544,Okkalh,ഒക്കൽ ഗ്രാമപഞ്ചായത്ത്,10.15545,76.46149,relation/11366188
VIL_0545,KL_PANCH_0545,Perumbavoor,പെരുമ്പാവൂർ,10.11836,76.48087,relation/11366203
VIL_0546,KL_PANCH_0546,Rayamangalamh,രായമംഗലം ഗ്രാമപഞ്ചായത്ത്,10.08445,76.51905,relation/11366243
VIL_0547,KL_PANCH_0547,Asamannur,അശമന്നൂർ,10.0888,76.54689,relation/11366284
VIL_0548,KL_PANCH_0548,Nellikuzhyh,നെല്ലിക്കുഴി ഗ്രാമപഞ്ചായത്ത്,10.07624,76.59587,relation/11366287
VIL_0549,KL_PANCH_0549,Kothamangalam,കോതമംഗലം,10.06258,76.63776,relation/11366291
VIL_0550,KL_PANCH_0550,Varapettyh,വാരപ്പെട്ടി ഗ്രാമപഞ്ചായത്ത്,10.03472,76.63378,relation/11366505
VIL_0551,KL_PANCH_0551,Pallarimangalamh,പല്ലാരിമംഗലം ഗ്രാമപഞ്ചായത്ത്,10.03711,76.67955,relation/11366516
VIL_0552,KL_PANCH_0552,Pothanikkadh,പോത്താനിക്കാട് ഗ്രാമപഞ്ചായത്ത്,10.01238,76.67683,relation/11366525
VIL_0553,KL_PANCH_0553,Paingottoorh,പൈങ്ങോട്ടൂർ ഗ്രാമപഞ്ചായത്ത്,10.0033,76.72902,relation/11366540
VIL_0554,KL_PANCH_0554,Kalloorkaadh,കല്ലൂർക്കാട് ഗ്രാമപഞ്ചായത്ത്,9.96444,76.68404,relation/11366557
VIL_0555,KL_PANCH_0555,Ayavana,ആയവന,9.98441,76.6527,relation/11366577
VIL_0556,KL_PANCH_0556,Manjalloorh,മഞ്ഞള്ളൂർ ഗ്രാമപഞ്ചായത്ത്,9.9346,76.66567,relation/11366578
VIL_0557,KL_PANCH_0557,Avoly,ആവോലി,9.95033,76.6194,relation/11366629
VIL_0558,KL_PANCH_0558,Muvattupuzha,മൂവാറ്റുപുഴ,9.98746,76.58007,relation/11366634
VIL_0559,KL_PANCH_0559,Paiprah,പായിപ്ര ഗ്രാമപഞ്ചായത്ത്,10.01367,76.57232,relation/11366649
VIL_0560,KL_PANCH_0560,Valakomh,വാളകം ഗ്രാമപഞ്ചായത്ത്,9.9765,76.53991,relation/11366663
VIL_0561,KL_PANCH_0561,Mazhuvanoorh,മഴുവന്നൂർ ഗ്രാമപഞ്ചായത്ത്,10.03263,76.50483,relation/11366669
VIL_0562,KL_PANCH_0562,Kizhakkambalamh,കിഴക്കമ്പലം ഗ്രാമപഞ്ചായത്ത്,10.0496,76.42608,relation/11366686
VIL_0563,KL_PANCH_0563,Vengola,വെങ്ങോല,10.07999,76.46411,relation/11366720
VIL_0564,KL_PANCH_0564,Vazhakkulamh,വാഴക്കുളം ഗ്രാമപഞ്ചായത്ത്,10.09585,76.43461,relation/11366748
VIL_0565,KL_PANCH_0565,Kanjoorh,കാഞ്ഞൂർ ഗ്രാമപഞ്ചായത്ത്,10.14722,76.42768,relation/11366754
VIL_0566,KL_PANCH_0566,Keezhmaduh,കീഴ്മാട് ഗ്രാമപഞ്ചായത്ത്,10.09944,76.38067,relation/11369162
VIL_0567,KL_PANCH_0567,Aluva,ആലുവ,10.11172,76.3504,relation/11369167
VIL_0568,KL_PANCH_0568,Kunnukarah,കുന്നുകര ഗ്രാമപഞ്ചായത്ത്,10.16603,76.30053,relation/11369171
VIL_0569,KL_PANCH_0569,Karumalloorh,കരുമാല്ലൂർ ഗ്രാമപഞ്ചായത്ത്,10.13565,76.29754,relation/11369189
VIL_0570,KL_PANCH_0570,Puthenvelikkarah,പുത്തൻവേലിക്കര ഗ്രാമപഞ്ചായത്ത്,10.18555,76.24519,relation/11369196
VIL_0571,KL_PANCH_0571,Chendamangalamh,ചേന്ദമംഗലം ഗ്രാമപഞ്ചായത്ത്,10.17678,76.23104,relation/11369201
VIL_0572,KL_PANCH_0572,North Paravur,വടക്കൻ പറവൂർ,10.14574,76.22878,relation/11369214
VIL_0573,KL_PANCH_0573,Chittattukarah,ചിറ്റാട്ടുകര ഗ്രാമപഞ്ചായത്ത്,10.16265,76.20949,relation/11369226
VIL_0574,KL_PANCH_0574,Pallippuramh,പള്ളിപ്പുറം ഗ്രാമപഞ്ചായത്ത്,10.15753,76.17913,relation/11369235
VIL_0575,KL_PANCH_0575,Kottuvallyh,കോട്ടുവള്ളി ഗ്രാമപഞ്ചായത്ത്,10.12725,76.25124,relation/11369266
VIL_0576,KL_PANCH_0576,Kuzhuppillyh,കുഴുപ്പിള്ളി ഗ്രാമപഞ്ചായത്ത്,10.1125,76.19863,relation/11369271
VIL_0577,KL_PANCH_0577,Edavanakad,എടവനക്കാട്,10.09084,76.20129,relation/11369272
VIL_0578,KL_PANCH_0578,Nayarambalamh,നായരമ്പലം ഗ്രാമപഞ്ചായത്ത്,10.06427,76.21456,relation/11369278
VIL_0579,KL_PANCH_0579,Ezhikkarah,ഏഴിക്കര ഗ്രാമപഞ്ചായത്ത്,10.11065,76.22759,relation/11369282
VIL_0580,KL_PANCH_0580,Alangadh,ആലങ്ങാട് ഗ്രാമപഞ്ചായത്ത്,10.11188,76.28684,relation/11369297
VIL_0581,KL_PANCH_0581,Kadungalloor,കടുങ്ങല്ലൂർ,10.10417,76.32457,relation/11369304
VIL_0582,KL_PANCH_0582,Njarackalh,ഞാറക്കല് ഗ്രാമപഞ്ചായത്ത്,10.04767,76.22188,relation/11369321
VIL_0583,KL_PANCH_0583,Elamkunnapuzhah,എളങ്കുന്നപ്പുഴ ഗ്രാമപഞ്ചായത്ത്,9.99536,76.22734,relation/11369332
VIL_0584,KL_PANCH_0584,Mulavukaduh,മുളവുകാട് ഗ്രാമപഞ്ചായത്ത്,10.01579,76.2561,relation/11369358
VIL_0585,KL_PANCH_0585,Kadamakkudyh,കടമക്കുടി ഗ്രാമപഞ്ചായത്ത്,10.04954,76.26953,relation/11369365
VIL_0586,KL_PANCH_0586,Cherannalloor,ചേരാനല്ലൂർ ഗ്രാമപഞ്ചായത്ത്,10.05976,76.28842,relation/11369392
VIL_0587,KL_PANCH_0587,Varapuzhah,വരാപ്പുഴ ഗ്രാമപഞ്ചായത്ത്,10.07621,76.26873,relation/11369570
VIL_0588,KL_PANCH_0588,Vadakkekkarah,വടക്കേക്കര ഗ്രാമപഞ്ചായത്ത്,10.17398,76.20226,relation/11370256
VIL_0589,KL_PANCH_0589,Eloor,ഏലൂർ,10.06933,76.30275,relation/11370914
VIL_0590,KL_PANCH_0590,Choornikkarah,ചൂർണ്ണിക്കര ഗ്രാമപഞ്ചായത്ത്,10.08302,76.34484,relation/11370918
VIL_0591,KL_PANCH_0591,Kalamassery,കളമശ്ശേരി,10.03646,76.33364,relation/11370935
VIL_0592,KL_PANCH_0592,Thrikkakara,തൃക്കാക്കര,10.01218,76.32892,relation/11370937
VIL_0593,KL_PANCH_0593,Edathala,എടത്തല,10.06991,76.37884,relation/11370940
VIL_0594,KL_PANCH_0594,Kunnathunadh,കുന്നത്തുനാട് ഗ്രാമപഞ്ചായത്ത്,10.02219,76.42724,relation/11370952
VIL_0595,KL_PANCH_0595,Vadavukode-Puthencruz Gramapanachayath,വടവുകോട്-പുത്തൻകുരിശ് ഗ്രാമപഞ്ചായത്ത്,9.98641,76.39629,relation/11370960
VIL_0596,KL_PANCH_0596,Maradu,മരട്,9.94189,76.32692,relation/11370962
VIL_0597,KL_PANCH_0597,Thrippunithura,തൃപ്പൂണിത്തുറ,9.96185,76.34204,relation/11370965
VIL_0598,KL_PANCH_0598,Kumbalamh,കുമ്പളം ഗ്രാമപഞ്ചായത്ത്,9.90441,76.32608,relation/11370979
VIL_0599,KL_PANCH_0599,Chellanamh,ചെല്ലാനം ഗ്രാമപഞ്ചായത്ത്,9.86576,76.26438,relation/11371079
VIL_0600,KL_PANCH_0600,Kumbalanghyh,കുമ്പളങ്ങി ഗ്രാമപഞ്ചായത്ത്,9.87779,76.28449,relation/11371080
VIL_0601,KL_PANCH_0601,Udayamperoor,ഉദയംപേരൂർ,9.88938,76.37263,relation/11371135
VIL_0602,KL_PANCH_0602,Chottanikarah,ചോറ്റാനിക്കര ഗ്രാമപഞ്ചായത്ത്,9.92688,76.38592,relation/11371145
VIL_0603,KL_PANCH_0603,Mulamthuruthyh,മുളന്തുരുത്തി ഗ്രാമപഞ്ചായത്ത്,9.89357,76.40223,relation/11371169
VIL_0604,KL_PANCH_0604,Amballur,ആമ്പല്ലൂർ,9.8568,76.40924,relation/11371179
VIL_0605,KL_PANCH_0605,Edakkattuvayal,എടക്കാട്ടുവയൽ,9.86564,76.42847,relation/11371180
VIL_0606,KL_PANCH_0606,Piravom,പിറവം,9.87913,76.49563,relation/11371372
VIL_0607,KL_PANCH_0607,Maneeduh,മണീട് ഗ്രാമപഞ്ചായത്ത്,9.91291,76.45675,relation/11371378
VIL_0608,KL_PANCH_0608,Thiruvaniyoorh,തിരുവാണിയൂർ ഗ്രാമപഞ്ചായത്ത്,9.94666,76.41353,relation/11371382
VIL_0609,KL_PANCH_0609,Poothrikah,പൂതൃക്ക ഗ്രാമപഞ്ചായത്ത്,9.96562,76.45977,relation/11371388
VIL_0610,KL_PANCH_0610,Aikkaranaduh,ഐക്കരനാട് ഗ്രാമപഞ്ചായത്ത്,9.99776,76.45796,relation/11371393
VIL_0611,KL_PANCH_0611,Ramamangalamh,രാമമംഗലം ഗ്രാമപഞ്ചായത്ത്,9.93224,76.49915,relation/11371400
VIL_0612,KL_PANCH_0612,Pampakudah,പാമ്പാക്കുട ഗ്രാമപഞ്ചായത്ത്,9.90648,76.51908,relation/11371415
VIL_0613,KL_PANCH_0613,Thirumaradih,തിരുമാറാടി ഗ്രാമപഞ്ചായത്ത്,9.89658,76.55673,relation/11371446
VIL_0614,KL_PANCH_0614,Koothattukulam,കൂത്താട്ടുകുളം,9.8664,76.57718,relation/11371492
VIL_0615,KL_PANCH_0615,Palakuzhah,പാലക്കുഴ ഗ്രാമപഞ്ചായത്ത്,9.8891,76.60442,relation/11371495
VIL_0616,KL_PANCH_0616,Arakkuzha,ആരക്കുഴ,9.93127,76.598,relation/11371500
VIL_0617,KL_PANCH_0617,Maradyh,മാറാടി ഗ്രാമപഞ്ചായത്ത്,9.95172,76.55669,relation/11371504
VIL_0618,KL_PANCH_0618,Elanji,ഇലഞ്ഞി,9.84243,76.54645,relation/11371506
VIL_0619,KL_PANCH_0619,Marayoor,മറയൂർ ഗ്രാമപഞ്ചായത്ത്,10.28176,77.15511,relation/11373177
VIL_0620,KL_PANCH_0620,Kanthalloorh,കാന്തല്ലൂർ ഗ്രാമപഞ്ചായത്ത്,10.25543,77.20183,relation/11373178
VIL_0621,KL_PANCH_0621,Vattavadah,വട്ടവട ഗ്രാമപഞ്ചായത്ത്,10.19491,77.25393,relation/11373179
VIL_0622,KL_PANCH_0622,Devikulamh,ദേവികുളം ഗ്രാമപഞ്ചായത്ത്,10.13274,77.1493,relation/11373183
VIL_0623,KL_PANCH_0623,Munnar Grampanchayat,മൂന്നാർ ഗ്രാമപഞ്ചായത്ത്,10.12147,77.05035,relation/11373191
VIL_0624,KL_PANCH_0624,Mankulamh,മാങ്കുളം ഗ്രാമപഞ്ചായത്ത്,10.12902,76.93429,relation/11373266
VIL_0625,KL_PANCH_0625,Adimali,അടിമാലി,10.06135,76.85035,relation/11373270
VIL_0626,KL_PANCH_0626,Pallivasal,പള്ളിവാസൽ ഗ്രാമപഞ്ചായത്ത്,10.04217,77.01211,relation/11373818
VIL_0627,KL_PANCH_0627,Vellathooval,വെള്ളത്തൂവൽ,9.9984,77.01466,relation/11373829
VIL_0628,KL_PANCH_0628,Baisonvalley,ബൈസൺ വാലി ഗ്രാമപഞ്ചായത്ത്,10.01003,77.10529,relation/11373845
VIL_0629,KL_PANCH_0629,Chinnakkanal Grampanchayat,ചിന്നക്കനാൽ ഗ്രാമപഞ്ചായത്ത്,10.0339,77.18857,relation/11373851
VIL_0630,KL_PANCH_0630,Santhanpara,ശാന്തൻപാറ ഗ്രാമപഞ്ചായത്ത്,9.97344,77.21335,relation/11373854
VIL_0631,KL_PANCH_0631,Rajakumary,രാജകുമാരി ഗ്രാമപഞ്ചായത്ത്,9.9786,77.15971,relation/11373860
VIL_0632,KL_PANCH_0632,Rajakkadh,രാജാക്കാട് ഗ്രാമപഞ്ചായത്ത്,9.96292,77.08348,relation/11373864
VIL_0633,KL_PANCH_0633,Konnathadyh,കൊന്നത്തടി ഗ്രാമപഞ്ചായത്ത്,9.94137,77.04846,relation/11373878
VIL_0634,KL_PANCH_0634,Senapathyh,സേനാപതി ഗ്രാമപഞ്ചായത്ത്,9.94428,77.15133,relation/11373897
VIL_0635,KL_PANCH_0635,Udumbanchola,ഉടുമ്പൻചോല,9.90555,77.15963,relation/11373899
VIL_0636,KL_PANCH_0636,Nedumkandomh,നെടുങ്കണ്ടം ഗ്രാമപഞ്ചായത്ത്,9.84861,77.16778,relation/11373964
VIL_0637,KL_PANCH_0637,Vathikudyh,വാത്തിക്കുടി ഗ്രാമപഞ്ചായത്ത്,9.88633,77.0404,relation/11374084
VIL_0638,KL_PANCH_0638,Kanjikkuzhyh,"കഞ്ഞിക്കുഴി ഗ്രാമപഞ്ചായത്ത്, ഇടുക്കി ജില്ല",9.94957,76.90739,relation/11374276
VIL_0639,KL_PANCH_0639,Vannappuramh,വണ്ണപ്പുറം ഗ്രാമപഞ്ചായത്ത്,9.98962,76.79804,relation/11374345
VIL_0640,KL_PANCH_0640,Karimannoorh,കരിമണ്ണൂർ ഗ്രാമപഞ്ചായത്ത്,9.94255,76.81065,relation/11374411
VIL_0641,KL_PANCH_0641,Kodikulamh,കോടിക്കുളം ഗ്രാമപഞ്ചായത്ത്,9.96107,76.76276,relation/11374477
VIL_0642,KL_PANCH_0642,Vazhathopeh,വാഴത്തോപ്പ് ഗ്രാമപഞ്ചായത്ത്,9.86985,76.94679,relation/11374663
VIL_0643,KL_PANCH_0643,Udumbannoor,ഉടുമ്പന്നൂർ,9.91093,76.8512,relation/11374664
VIL_0644,KL_PANCH_0644,Mariyapuramh,മരിയാപുരം ഗ്രാമപഞ്ചായത്ത്,9.86705,76.98542,relation/11374850
VIL_0645,KL_PANCH_0645,Kamakshyh,കാമാക്ഷി ഗ്രാമപഞ്ചായത്ത്,9.83888,77.03528,relation/11374854
VIL_0646,KL_PANCH_0646,Erattayar,ഇരട്ടയാർ,9.81765,77.08258,relation/11374861
VIL_0647,KL_PANCH_0647,Pampadumparah,പാമ്പാടുംപാറ ഗ്രാമപഞ്ചായത്ത്,9.79092,77.16224,relation/11374868
VIL_0648,KL_PANCH_0648,Karunapuramh,കരുണാപുരം ഗ്രാമപഞ്ചായത്ത്,9.77825,77.20314,relation/11374878
VIL_0649,KL_PANCH_0649,Vandanmedu,വണ്ടൻമേട് ഗ്രാമപഞ്ചായത്ത്,9.70801,77.15001,relation/11374886
VIL_0650,KL_PANCH_0650,Chakkupallamh,ചക്കുപള്ളം ഗ്രാമപഞ്ചായത്ത്,9.66855,77.12436,relation/11374888
VIL_0651,KL_PANCH_0651,Ayyappankovil,അയ്യപ്പൻകോവിൽ,9.68102,77.03977,relation/11374920
VIL_0652,KL_PANCH_0652,Kattappana,കട്ടപ്പന നഗരസഭ,9.75496,77.09858,relation/11374936
VIL_0653,KL_PANCH_0653,Kanchiyarh,കാഞ്ചിയാർ ഗ്രാമപഞ്ചായത്ത്,9.73685,77.0616,relation/11374950
VIL_0654,KL_PANCH_0654,Upputhara,ഉപ്പുതറ,9.71293,76.9813,relation/11374980
VIL_0655,KL_PANCH_0655,Kumilyh,കുമിളി ഗ്രാമപഞ്ചായത്ത്,9.50123,77.18988,relation/11375000
VIL_0656,KL_PANCH_0656,Vandiperiyar Grampanchayat,വണ്ടിപ്പെരിയാർ ഗ്രാമപഞ്ചായത്ത്,9.5736,77.09364,relation/11377523
VIL_0657,KL_PANCH_0657,Peruvanthanamh,പെരുവന്താനം ഗ്രാമപഞ്ചായത്ത്,9.51772,76.95607,relation/11377528
VIL_0658,KL_PANCH_0658,Kokkayarh,കൊക്കയാർ ഗ്രാമപഞ്ചായത്ത്,9.5824,76.90587,relation/11377566
VIL_0659,KL_PANCH_0659,Peermadeh,പീരുമേട് ഗ്രാമപഞ്ചായത്ത്,9.56523,77.00024,relation/11377572
VIL_0660,KL_PANCH_0660,Elapparah,ഏലപ്പാറ ഗ്രാമപഞ്ചായത്ത്,9.65068,76.96767,relation/11377581
VIL_0661,KL_PANCH_0661,Arakulam,അറക്കുളം,9.8017,76.87688,relation/11377610
VIL_0662,KL_PANCH_0662,Velliyamattom,വെളളിയാമറ്റം ഗ്രാമപഞ്ചായത്ത്,9.85528,76.82367,relation/11377625
VIL_0663,KL_PANCH_0663,Kudayathoor Grampanchayat,കുടയത്തൂർ ഗ്രാമപഞ്ചായത്ത്,9.82059,76.79821,relation/11377643
VIL_0664,KL_PANCH_0664,Muttomh,മുട്ടം ഗ്രാമപഞ്ചായത്ത്,9.83648,76.73659,relation/11377728
