block_temp,block_rain,block_humidity,elevation,dist_to_water,land_cover,correction_delta
27.57,0.77,94.42,1.5,14929.2,mixed_agroforestry,-0.5700000000000003
27.19,2.19,97.14,20.6,7096.8,coastal_urban,-0.11000000000000298
27.17,2.24,97.22,4.4,8381.9,mixed_agroforestry,-0.7300000000000004
35.52,3.14,76.82,1300.4,31755.9,evergreen_forest,-5.920000000000002
35.52,3.42,77.94,895.4,8436.4,plantation_rubber_tea_spices,-5.510000000000002
35.6,3.6,77.8,1204.7,27445.0,evergreen_forest,-5.950000000000003
35.48,3.15,76.9,884.3,22472.5,plantation_rubber_tea_spices,-5.9999999999999964
35.5,2.97,76.49,1385.2,33900.6,evergreen_forest,-4.800000000000001
35.59,3.71,78.42,946.4,5643.6,plantation_rubber_tea_spices,-6.390000000000004
35.16,2.05,78.31,1557.2,29540.6,evergreen_forest,-7.199999999999996
35.16,2.02,78.34,1427.8,24865.8,evergreen_forest,-7.789999999999996
35.21,2.17,77.85,1884.2,49583.4,evergreen_forest,-8.870000000000001
35.23,2.25,78.03,1220.3,26088.5,evergreen_forest,-6.719999999999995
35.17,2.07,78.31,1432.1,22708.9,evergreen_forest,-6.220000000000002
35.13,0.62,70.67,951.2,34828.6,plantation_rubber_tea_spices,-7.550000000000004
34.97,0.0,69.73,877.6,33105.8,plantation_rubber_tea_spices,-6.489999999999998
34.3,0.0,70.64,688.5,20636.6,plantation_rubber_tea_spices,-5.989999999999998
34.16,0.0,70.85,750.7,21967.3,plantation_rubber_tea_spices,-4.149999999999995
35.62,0.01,67.72,1010.0,38454.1,plantation_rubber_tea_spices,-5.099999999999998
35.32,0.7,70.59,1305.1,51304.9,evergreen_forest,-6.0
35.23,0.0,69.03,1277.5,52848.6,evergreen_forest,-6.119999999999997
35.21,0.0,69.1,1066.8,41253.5,plantation_rubber_tea_spices,-5.380000000000003
34.85,0.0,66.73,175.7,27246.3,mixed_agroforestry,-4.470000000000002
34.92,0.0,65.87,175.1,16149.2,mixed_agroforestry,-4.600000000000001
34.92,0.0,66.28,163.5,1360.9,mixed_agroforestry,-4.07
34.91,0.0,65.91,240.1,20016.1,mixed_agroforestry,-4.559999999999995
34.82,0.0,67.32,288.7,23950.8,mixed_agroforestry,-4.02
34.78,0.0,68.05,352.5,19497.4,plantation_rubber_tea_spices,-4.900000000000002
34.92,0.0,66.32,138.1,6743.7,mixed_agroforestry,-5.100000000000001
34.77,0.0,69.59,588.9,13996.2,plantation_rubber_tea_spices,-6.2500000000000036
34.83,0.0,69.63,548.6,6048.6,plantation_rubber_tea_spices,-6.259999999999998
34.85,0.0,70.69,535.8,10581.8,plantation_rubber_tea_spices,-4.630000000000003
34.83,0.0,72.96,646.6,12551.3,plantation_rubber_tea_spices,-6.529999999999998
34.78,0.0,68.63,537.4,8098.1,plantation_rubber_tea_spices,-6.060000000000002
34.84,0.0,74.24,798.6,22450.1,plantation_rubber_tea_spices,-5.740000000000002
34.84,0.0,73.17,739.7,21622.1,plantation_rubber_tea_spices,-5.1200000000000045
34.83,0.0,72.47,842.4,23767.0,plantation_rubber_tea_spices,-5.819999999999997
34.82,0.0,74.22,766.8,20906.3,plantation_rubber_tea_spices,-5.5
34.83,0.0,73.93,749.4,19370.7,plantation_rubber_tea_spices,-4.799999999999997
34.8,0.0,75.27,694.1,13258.0,plantation_rubber_tea_spices,-4.439999999999998
34.78,0.0,69.32,571.8,12437.0,plantation_rubber_tea_spices,-5.16
34.83,0.0,71.84,820.4,22861.7,plantation_rubber_tea_spices,-5.459999999999997
35.09,0.0,70.33,1060.9,28261.5,plantation_rubber_tea_spices,-5.6200000000000045
35.08,0.0,70.78,458.0,25366.2,plantation_rubber_tea_spices,-4.759999999999998
34.51,0.0,70.7,1256.9,20852.6,evergreen_forest,-5.239999999999998
35.0,0.0,70.58,579.5,27079.2,plantation_rubber_tea_spices,-5.629999999999999
25.76,7.02,79.75,2234.1,34202.4,evergreen_forest,1.2799999999999976
26.5,6.49,79.34,1910.4,39866.6,evergreen_forest,1.7399999999999984
24.98,8.18,81.45,2037.1,27757.2,evergreen_forest,3.25
35.04,0.0,74.1,539.4,24074.4,plantation_rubber_tea_spices,-5.02
34.95,0.0,71.88,489.2,33715.0,plantation_rubber_tea_spices,-6.0000000000000036
35.02,0.0,73.31,456.3,31639.7,plantation_rubber_tea_spices,-5.820000000000004
34.9,0.0,71.66,503.4,35772.7,plantation_rubber_tea_spices,-6.41
34.15,0.46,72.34,1358.2,24271.4,evergreen_forest,-5.09
33.87,0.0,70.71,1419.7,13626.0,evergreen_forest,-5.129999999999999
33.94,0.0,70.89,1428.6,12880.4,evergreen_forest,-5.889999999999997
29.25,0.87,69.64,1780.3,20398.0,evergreen_forest,-2.0
27.29,4.14,74.92,2032.8,16293.7,evergreen_forest,0.41000000000000014
28.3,0.91,69.29,2260.1,28316.6,evergreen_forest,-2.2200000000000024
28.41,0.24,68.09,2088.5,24453.2,evergreen_forest,-1.5199999999999996
35.17,0.0,73.92,288.9,12765.4,mixed_agroforestry,-5.5
35.12,0.0,73.92,235.7,13937.1,mixed_agroforestry,-4.349999999999998
35.15,0.0,73.99,301.3,9540.4,mixed_agroforestry,-5.079999999999998
35.12,0.0,73.75,156.7,11250.1,mixed_agroforestry,-4.409999999999997
35.15,0.0,73.92,290.5,11215.4,mixed_agroforestry,-5.27
35.13,0.0,73.79,126.7,11417.6,mixed_agroforestry,-3.9400000000000013
35.26,0.0,75.61,414.2,12217.9,plantation_rubber_tea_spices,-4.709999999999997
35.14,0.0,74.13,344.1,9701.3,mixed_agroforestry,-5.16
35.16,0.0,74.45,334.6,24472.9,mixed_agroforestry,-4.459999999999997
33.99,0.86,74.99,607.0,16070.7,plantation_rubber_tea_spices,-4.810000000000002
35.17,0.0,73.52,133.7,29534.2,mixed_agroforestry,-4.060000000000002
35.0,0.0,71.91,129.9,36513.0,mixed_agroforestry,-3.7399999999999984
35.21,0.0,73.73,243.1,19910.6,mixed_agroforestry,-4.66
34.78,0.0,68.96,208.6,10979.1,mixed_agroforestry,-6.18
34.84,0.0,68.86,202.3,9620.2,mixed_agroforestry,-4.760000000000005
34.19,0.0,65.57,139.1,4468.1,mixed_agroforestry,-3.3199999999999967
34.43,0.0,68.19,211.8,19443.2,mixed_agroforestry,-5.73
34.97,0.0,67.76,85.4,10060.3,mixed_agroforestry,-4.689999999999998
35.59,0.0,75.3,533.6,42588.1,plantation_rubber_tea_spices,-5.050000000000004
35.0,0.0,73.83,569.3,45570.8,plantation_rubber_tea_spices,-5.57
35.17,0.0,74.29,492.2,40324.3,plantation_rubber_tea_spices,-4.340000000000003
34.62,0.37,74.31,232.0,34351.4,mixed_agroforestry,-3.9399999999999977
32.76,0.0,71.33,471.9,48468.5,plantation_rubber_tea_spices,-3.639999999999997
31.08,0.0,68.85,574.4,61620.2,plantation_rubber_tea_spices,-1.129999999999999
32.32,0.0,70.52,664.8,60922.4,plantation_rubber_tea_spices,-2.4400000000000013
33.91,0.0,73.43,390.9,43600.3,plantation_rubber_tea_spices,-3.309999999999995
32.22,0.32,71.54,458.5,55850.7,plantation_rubber_tea_spices,-0.8599999999999994
32.29,0.45,71.82,805.9,80983.5,plantation_rubber_tea_spices,-2.9299999999999997
35.24,1.4,74.64,149.3,38303.4,mixed_agroforestry,-3.6400000000000006
35.74,2.15,75.98,102.4,41085.1,mixed_agroforestry,-3.1000000000000014
36.17,0.05,68.47,133.9,26892.7,mixed_agroforestry,-3.3599999999999994
35.77,0.4,69.74,56.2,22651.4,mixed_agroforestry,-2.0800000000000054
35.93,0.19,69.07,143.4,17700.5,mixed_agroforestry,-3.8900000000000006
36.08,0.12,68.74,115.9,21778.8,mixed_agroforestry,-4.0
34.85,0.98,74.62,227.1,38332.8,mixed_agroforestry,-3.3000000000000007
35.45,4.15,82.59,112.7,46637.8,mixed_agroforestry,-3.5600000000000023
33.69,4.12,81.85,180.8,48227.2,mixed_agroforestry,-2.6199999999999974
34.64,5.42,86.3,183.5,51439.9,mixed_agroforestry,-2.789999999999999
35.37,5.39,86.32,91.9,43011.8,mixed_agroforestry,-2.210000000000001
33.58,0.84,69.91,60.2,25378.5,mixed_agroforestry,-0.5
34.49,2.16,68.24,9.4,21573.4,mixed_agroforestry,0.6899999999999977
35.65,0.69,69.18,14.6,27926.2,mixed_agroforestry,-1.2199999999999989
34.15,1.48,75.65,5.7,31535.2,mixed_agroforestry,-0.35999999999999943
34.08,2.89,72.06,14.2,28012.1,mixed_agroforestry,-1.519999999999996
34.28,1.62,75.39,1.5,39598.1,mixed_agroforestry,-0.8800000000000026
34.13,1.69,75.46,24.1,37515.9,mixed_agroforestry,-2.240000000000002
33.95,2.41,74.25,1.5,32411.1,mixed_agroforestry,-0.3400000000000034
30.78,0.52,68.97,93.1,23902.6,mixed_agroforestry,0.8699999999999974
34.11,2.68,69.41,15.0,20764.6,mixed_agroforestry,-1.8800000000000026
30.03,0.13,66.71,42.1,15841.9,mixed_agroforestry,1.879999999999999
29.77,1.9,68.44,78.6,20909.4,mixed_agroforestry,1.240000000000002
30.31,13.41,73.03,61.0,16569.3,mixed_agroforestry,2.5100000000000016
29.98,2.01,69.9,87.9,26359.2,mixed_agroforestry,2.330000000000002
30.42,1.32,67.45,43.3,18477.1,mixed_agroforestry,0.5699999999999967
29.83,2.26,68.49,75.5,19824.1,mixed_agroforestry,0.5500000000000007
30.48,17.8,75.18,40.3,28259.0,mixed_agroforestry,1.8099999999999987
30.92,18.33,75.68,7.1,13190.3,mixed_agroforestry,2.5899999999999963
29.71,2.57,72.01,263.8,47920.6,mixed_agroforestry,-0.030000000000001137
29.4,1.57,70.19,123.7,29165.1,mixed_agroforestry,0.9500000000000028
30.13,9.59,71.58,81.9,18191.4,mixed_agroforestry,0.17999999999999972
30.34,3.17,73.65,207.5,46859.5,mixed_agroforestry,0.129999999999999
34.22,2.95,80.27,9.6,30373.0,mixed_agroforestry,0.10999999999999943
34.41,2.71,82.64,12.3,14445.9,mixed_agroforestry,0.490000000000002
34.37,2.18,78.1,27.9,28214.9,mixed_agroforestry,0.05000000000000426
34.13,2.96,78.3,25.7,37091.1,mixed_agroforestry,-0.9500000000000028
34.31,2.49,79.29,1.5,18918.8,mixed_agroforestry,0.5300000000000011
33.36,5.55,76.57,9.4,29436.5,mixed_agroforestry,-1.8499999999999979
33.04,7.33,75.83,7.6,34016.1,mixed_agroforestry,-1.3000000000000007
33.1,7.07,75.92,12.6,34694.1,mixed_agroforestry,-0.07000000000000028
33.17,6.42,75.96,5.8,45839.5,mixed_agroforestry,-2.5500000000000007
34.45,0.38,67.95,14.2,25223.4,mixed_agroforestry,-0.5
34.47,0.32,67.06,1.5,28457.0,mixed_agroforestry,-0.5700000000000003
34.47,0.15,67.17,1.5,16520.4,mixed_agroforestry,-0.8399999999999963
34.47,0.14,67.32,1.5,14929.2,mixed_agroforestry,0.1600000000000037
34.43,0.07,70.52,20.6,7096.8,coastal_urban,0.10999999999999943
34.42,0.09,70.73,4.4,8381.9,mixed_agroforestry,0.00999999999999801
32.78,0.0,75.82,1300.4,31755.9,evergreen_forest,-6.740000000000002
32.82,0.0,75.36,895.4,8436.4,plantation_rubber_tea_spices,-6.690000000000001
32.68,0.0,75.32,1204.7,27445.0,evergreen_forest,-6.18
32.77,0.0,76.0,884.3,22472.5,plantation_rubber_tea_spices,-6.650000000000002
32.82,0.0,75.99,1385.2,33900.6,evergreen_forest,-6.02
32.73,0.0,75.05,946.4,5643.6,plantation_rubber_tea_spices,-7.509999999999998
33.8,0.0,75.27,1557.2,29540.6,evergreen_forest,-7.689999999999998
33.82,0.0,75.26,1427.8,24865.8,evergreen_forest,-8.0
33.62,0.0,75.51,1884.2,49583.4,evergreen_forest,-8.089999999999996
33.6,0.0,75.41,1220.3,26088.5,evergreen_forest,-6.610000000000003
33.78,0.0,75.27,1432.1,22708.9,evergreen_forest,-6.280000000000001
33.11,0.0,79.0,951.2,34828.6,plantation_rubber_tea_spices,-6.379999999999999
33.23,0.0,79.15,877.6,33105.8,plantation_rubber_tea_spices,-5.399999999999999
33.27,0.0,82.15,688.5,20636.6,plantation_rubber_tea_spices,-5.8700000000000045
33.29,0.0,82.8,750.7,21967.3,plantation_rubber_tea_spices,-6.25
33.11,0.0,78.19,1010.0,38454.1,plantation_rubber_tea_spices,-4.539999999999999
33.08,0.0,78.2,1305.1,51304.9,evergreen_forest,-5.849999999999998
33.19,0.0,78.6,1277.5,52848.6,evergreen_forest,-6.839999999999996
33.2,0.0,78.64,1066.8,41253.5,plantation_rubber_tea_spices,-6.5000000000000036
34.25,0.0,73.04,175.7,27246.3,mixed_agroforestry,-4.050000000000001
34.54,0.19,71.68,175.1,16149.2,mixed_agroforestry,-4.25
34.41,0.53,72.49,163.5,1360.9,mixed_agroforestry,-3.9499999999999957
34.5,0.17,71.8,240.1,20016.1,mixed_agroforestry,-4.989999999999998
33.88,0.0,74.62,288.7,23950.8,mixed_agroforestry,-3.3100000000000023
33.42,0.0,76.65,352.5,19497.4,plantation_rubber_tea_spices,-3.2900000000000027
34.4,0.54,72.53,138.1,6743.7,mixed_agroforestry,-5.0
33.1,0.0,78.28,588.9,13996.2,plantation_rubber_tea_spices,-6.59
33.23,0.58,77.42,548.6,6048.6,plantation_rubber_tea_spices,-6.719999999999995
33.4,1.14,77.05,535.8,10581.8,plantation_rubber_tea_spices,-5.219999999999999
33.57,0.78,75.73,646.6,12551.3,plantation_rubber_tea_spices,-6.539999999999999
33.04,0.0,78.1,537.4,8098.1,plantation_rubber_tea_spices,-5.779999999999998
33.63,0.64,75.19,798.6,22450.1,plantation_rubber_tea_spices,-5.540000000000003
33.47,1.69,76.66,739.7,21622.1,plantation_rubber_tea_spices,-5.219999999999999
33.45,0.0,76.48,842.4,23767.0,plantation_rubber_tea_spices,-6.390000000000004
33.6,0.72,75.24,766.8,20906.3,plantation_rubber_tea_spices,-5.970000000000002
33.65,0.77,75.25,749.4,19370.7,plantation_rubber_tea_spices,-5.02
33.73,0.05,74.11,694.1,13258.0,plantation_rubber_tea_spices,-4.219999999999995
33.07,0.0,78.27,571.8,12437.0,plantation_rubber_tea_spices,-4.850000000000001
33.39,0.0,77.1,820.4,22861.7,plantation_rubber_tea_spices,-5.0
33.2,8.74,84.08,1060.9,28261.5,plantation_rubber_tea_spices,-5.030000000000001
33.16,7.78,83.02,458.0,25366.2,plantation_rubber_tea_spices,-5.089999999999996
32.49,5.26,80.11,1256.9,20852.6,evergreen_forest,-4.790000000000003
33.22,6.66,82.23,579.5,27079.2,plantation_rubber_tea_spices,-5.309999999999999
24.22,3.55,83.22,2234.1,34202.4,evergreen_forest,1.6500000000000021
24.9,3.29,82.63,1910.4,39866.6,evergreen_forest,1.9200000000000017
23.49,4.14,85.24,2037.1,27757.2,evergreen_forest,3.1400000000000006
32.8,0.53,75.19,539.4,24074.4,plantation_rubber_tea_spices,-5.189999999999998
32.83,3.83,79.07,489.2,33715.0,plantation_rubber_tea_spices,-5.949999999999999
32.83,1.86,76.84,456.3,31639.7,plantation_rubber_tea_spices,-6.349999999999998
32.77,3.65,78.91,503.4,35772.7,plantation_rubber_tea_spices,-6.590000000000003
31.94,1.07,76.52,1358.2,24271.4,evergreen_forest,-6.120000000000001
31.84,3.62,77.87,1419.7,13626.0,evergreen_forest,-5.140000000000001
31.86,2.91,77.24,1428.6,12880.4,evergreen_forest,-5.93
27.55,1.52,73.18,1780.3,20398.0,evergreen_forest,-2.900000000000002
25.68,2.52,78.37,2032.8,16293.7,evergreen_forest,0.4800000000000004
26.66,0.7,71.53,2260.1,28316.6,evergreen_forest,-2.5599999999999987
26.76,0.25,69.94,2088.5,24453.2,evergreen_forest,-0.7600000000000016
32.99,0.92,81.93,288.9,12765.4,mixed_agroforestry,-6.030000000000001
32.89,1.03,80.17,235.7,13937.1,mixed_agroforestry,-4.400000000000002
32.95,0.92,80.83,301.3,9540.4,mixed_agroforestry,-4.860000000000003
32.89,1.16,81.09,156.7,11250.1,mixed_agroforestry,-3.8200000000000003
32.95,0.97,81.17,290.5,11215.4,mixed_agroforestry,-4.980000000000004
32.91,1.09,81.19,126.7,11417.6,mixed_agroforestry,-4.2499999999999964
33.03,0.15,75.11,414.2,12217.9,plantation_rubber_tea_spices,-4.440000000000001
32.92,0.88,79.78,344.1,9701.3,mixed_agroforestry,-4.860000000000003
32.95,1.22,76.74,334.6,24472.9,mixed_agroforestry,-4.880000000000003
31.82,0.61,76.46,607.0,16070.7,plantation_rubber_tea_spices,-4.620000000000001
33.15,0.9,84.19,133.7,29534.2,mixed_agroforestry,-3.979999999999997
33.34,0.82,84.95,129.9,36513.0,mixed_agroforestry,-3.760000000000005
33.16,0.86,84.51,243.1,19910.6,mixed_agroforestry,-4.969999999999995
33.19,1.08,79.3,208.6,10979.1,mixed_agroforestry,-4.609999999999999
33.2,1.06,78.99,202.3,9620.2,mixed_agroforestry,-3.2500000000000036
33.96,0.99,84.62,139.1,4468.1,mixed_agroforestry,-3.5600000000000023
33.55,1.03,83.44,211.8,19443.2,mixed_agroforestry,-5.039999999999996
33.38,0.8,78.12,85.4,10060.3,mixed_agroforestry,-2.9700000000000024
31.86,0.06,67.25,533.6,42588.1,plantation_rubber_tea_spices,-5.129999999999999
31.79,1.79,72.07,569.3,45570.8,plantation_rubber_tea_spices,-5.629999999999999
31.81,1.28,70.71,492.2,40324.3,plantation_rubber_tea_spices,-5.0
32.05,3.17,80.78,232.0,34351.4,mixed_agroforestry,-3.599999999999998
29.81,10.8,83.45,471.9,48468.5,plantation_rubber_tea_spices,-2.719999999999999
28.0,17.74,87.64,574.4,61620.2,plantation_rubber_tea_spices,-1.1900000000000013
29.2,12.78,83.25,664.8,60922.4,plantation_rubber_tea_spices,-2.5
31.23,5.8,82.52,390.9,43600.3,plantation_rubber_tea_spices,-3.75
29.29,12.86,85.26,458.5,55850.7,plantation_rubber_tea_spices,-1.0599999999999987
29.29,12.68,84.31,805.9,80983.5,plantation_rubber_tea_spices,-2.5500000000000007
32.45,1.88,75.62,149.3,38303.4,mixed_agroforestry,-4.6200000000000045
32.81,0.33,74.35,102.4,41085.1,mixed_agroforestry,-3.860000000000003
33.03,0.06,68.55,133.9,26892.7,mixed_agroforestry,-3.700000000000003
33.07,0.36,72.05,56.2,22651.4,mixed_agroforestry,-2.740000000000002
33.04,0.27,70.65,143.4,17700.5,mixed_agroforestry,-3.789999999999999
33.04,0.13,69.31,115.9,21778.8,mixed_agroforestry,-4.419999999999998
32.16,2.85,78.42,227.1,38332.8,mixed_agroforestry,-3.669999999999998
32.81,0.29,77.29,112.7,46637.8,mixed_agroforestry,-2.9400000000000013
31.28,0.0,78.84,180.8,48227.2,mixed_agroforestry,-2.5400000000000027
32.32,0.0,78.47,183.5,51439.9,mixed_agroforestry,-2.7300000000000004
32.84,0.1,78.52,91.9,43011.8,mixed_agroforestry,-2.230000000000004
30.43,0.0,78.37,60.2,25378.5,mixed_agroforestry,-1.8900000000000006
31.01,0.0,77.86,9.4,21573.4,mixed_agroforestry,-0.9300000000000033
31.54,0.0,79.07,14.6,27926.2,mixed_agroforestry,-2.0599999999999987
33.5,0.0,75.84,5.7,31535.2,mixed_agroforestry,-0.17999999999999972
32.0,0.0,76.67,14.2,28012.1,mixed_agroforestry,-0.21000000000000085
33.32,0.0,75.99,1.5,39598.1,mixed_agroforestry,-0.8200000000000003
33.46,0.0,75.85,24.1,37515.9,mixed_agroforestry,-1.3100000000000023
32.79,0.0,76.07,1.5,32411.1,mixed_agroforestry,0.509999999999998
28.8,0.0,77.32,93.1,23902.6,mixed_agroforestry,1.4299999999999997
30.7,0.0,77.89,15.0,20764.6,mixed_agroforestry,0.490000000000002
28.48,0.0,76.34,42.1,15841.9,mixed_agroforestry,2.1799999999999997
27.86,0.0,77.22,78.6,20909.4,mixed_agroforestry,1.3900000000000006
28.14,0.0,75.11,61.0,16569.3,mixed_agroforestry,3.09
28.12,0.0,77.35,87.9,26359.2,mixed_agroforestry,2.1999999999999993
28.55,0.0,76.63,43.3,18477.1,mixed_agroforestry,1.1999999999999993
27.94,0.0,77.05,75.5,19824.1,mixed_agroforestry,0.3299999999999983
28.39,0.0,74.19,40.3,28259.0,mixed_agroforestry,1.8000000000000007
28.98,0.0,73.74,7.1,13190.3,mixed_agroforestry,1.9100000000000001
27.55,0.0,78.59,263.8,47920.6,mixed_agroforestry,0.14000000000000057
27.34,0.0,78.39,123.7,29165.1,mixed_agroforestry,1.0
28.01,0.0,75.9,81.9,18191.4,mixed_agroforestry,-0.43000000000000327
28.2,0.0,78.41,207.5,46859.5,mixed_agroforestry,-0.14000000000000057
32.37,0.0,75.56,9.6,30373.0,mixed_agroforestry,-0.4399999999999977
32.2,0.0,75.72,12.3,14445.9,mixed_agroforestry,0.02999999999999403
32.27,0.02,76.01,27.9,28214.9,mixed_agroforestry,-0.010000000000005116
32.42,0.02,75.72,25.7,37091.1,mixed_agroforestry,-1.5900000000000034
32.35,0.0,75.69,1.5,18918.8,mixed_agroforestry,0.6000000000000014
32.73,0.0,74.72,9.4,29436.5,mixed_agroforestry,-1.2899999999999956
32.42,0.0,74.56,7.6,34016.1,mixed_agroforestry,-0.990000000000002
32.46,0.0,74.62,12.6,34694.1,mixed_agroforestry,0.740000000000002
32.64,0.0,74.57,5.8,45839.5,mixed_agroforestry,-1.7199999999999989
32.34,0.07,77.03,14.2,25223.4,mixed_agroforestry,-1.4700000000000024
32.28,0.04,76.61,1.5,28457.0,mixed_agroforestry,-0.4299999999999997
32.35,0.08,77.23,1.5,16520.4,mixed_agroforestry,-0.4800000000000004
32.36,0.09,77.37,1.5,14929.2,mixed_agroforestry,0.8400000000000034
32.64,0.25,79.6,20.6,7096.8,coastal_urban,-0.28000000000000114
32.65,0.26,79.68,4.4,8381.9,mixed_agroforestry,-0.509999999999998
27.51,0.0,95.52,1300.4,31755.9,evergreen_forest,-6.080000000000002
27.68,0.0,95.55,895.4,8436.4,plantation_rubber_tea_spices,-6.43
27.51,0.0,95.75,1204.7,27445.0,evergreen_forest,-6.360000000000003
27.53,0.0,95.73,884.3,22472.5,plantation_rubber_tea_spices,-6.530000000000001
27.52,0.0,95.41,1385.2,33900.6,evergreen_forest,-5.699999999999999
27.63,0.0,95.7,946.4,5643.6,plantation_rubber_tea_spices,-7.129999999999999
28.72,0.0,93.51,1557.2,29540.6,evergreen_forest,-7.369999999999997
28.75,0.0,93.46,1427.8,24865.8,evergreen_forest,-7.309999999999999
28.49,0.0,93.89,1884.2,49583.4,evergreen_forest,-8.419999999999998
28.49,0.0,93.92,1220.3,26088.5,evergreen_forest,-6.959999999999997
28.71,0.0,93.54,1432.1,22708.9,evergreen_forest,-6.330000000000002
27.23,0.13,94.95,951.2,34828.6,plantation_rubber_tea_spices,-5.550000000000001
27.48,0.43,94.9,877.6,33105.8,plantation_rubber_tea_spices,-5.559999999999999
27.67,0.09,97.3,688.5,20636.6,plantation_rubber_tea_spices,-6.290000000000003
27.68,0.01,97.83,750.7,21967.3,plantation_rubber_tea_spices,-6.879999999999999
26.75,0.0,92.48,1010.0,38454.1,plantation_rubber_tea_spices,-5.25
27.15,0.19,94.36,1305.1,51304.9,evergreen_forest,-6.529999999999998
27.23,0.33,93.94,1277.5,52848.6,evergreen_forest,-7.539999999999999
27.25,0.34,94.04,1066.8,41253.5,plantation_rubber_tea_spices,-6.039999999999999
28.09,0.2,96.5,175.7,27246.3,mixed_agroforestry,-4.440000000000001
27.98,0.08,96.97,175.1,16149.2,mixed_agroforestry,-4.719999999999999
27.97,0.16,96.85,163.5,1360.9,mixed_agroforestry,-4.609999999999999
27.99,0.08,96.88,240.1,20016.1,mixed_agroforestry,-4.389999999999997
28.23,0.26,95.56,288.7,23950.8,mixed_agroforestry,-4.650000000000002
28.4,0.31,94.41,352.5,19497.4,plantation_rubber_tea_spices,-5.59
27.98,0.17,96.84,138.1,6743.7,mixed_agroforestry,-5.32
28.4,0.65,94.1,588.9,13996.2,plantation_rubber_tea_spices,-5.449999999999999
28.49,0.87,94.36,548.6,6048.6,plantation_rubber_tea_spices,-6.359999999999999
28.39,1.29,95.48,535.8,10581.8,plantation_rubber_tea_spices,-5.629999999999999
28.51,2.19,96.75,646.6,12551.3,plantation_rubber_tea_spices,-6.040000000000003
28.58,0.4,93.3,537.4,8098.1,plantation_rubber_tea_spices,-5.669999999999998
28.53,2.68,97.36,798.6,22450.1,plantation_rubber_tea_spices,-5.640000000000001
28.23,2.21,97.15,739.7,21622.1,plantation_rubber_tea_spices,-5.629999999999999
28.3,1.81,96.24,842.4,23767.0,plantation_rubber_tea_spices,-6.240000000000002
28.5,2.68,97.46,766.8,20906.3,plantation_rubber_tea_spices,-5.91
28.54,2.58,97.37,749.4,19370.7,plantation_rubber_tea_spices,-5.219999999999999
28.71,3.12,97.9,694.1,13258.0,plantation_rubber_tea_spices,-4.18
28.45,0.58,93.79,571.8,12437.0,plantation_rubber_tea_spices,-5.149999999999999
28.2,1.5,95.92,820.4,22861.7,plantation_rubber_tea_spices,-5.289999999999999
26.67,0.67,97.91,1060.9,28261.5,plantation_rubber_tea_spices,-5.720000000000002
26.72,0.71,97.77,458.0,25366.2,plantation_rubber_tea_spices,-4.91
26.29,1.13,97.77,1256.9,20852.6,evergreen_forest,-5.18
27.15,0.97,97.34,579.5,27079.2,plantation_rubber_tea_spices,-6.169999999999998
18.29,32.08,97.94,2234.1,34202.4,evergreen_forest,1.5700000000000003
18.95,29.72,97.84,1910.4,39866.6,evergreen_forest,1.879999999999999
17.3,36.79,97.99,2037.1,27757.2,evergreen_forest,3.3999999999999986
26.86,0.64,96.47,539.4,24074.4,plantation_rubber_tea_spices,-5.259999999999998
26.6,0.87,97.43,489.2,33715.0,plantation_rubber_tea_spices,-5.780000000000001
26.78,0.73,96.83,456.3,31639.7,plantation_rubber_tea_spices,-5.84
26.53,0.96,97.54,503.4,35772.7,plantation_rubber_tea_spices,-6.350000000000001
25.81,3.29,97.63,1358.2,24271.4,evergreen_forest,-5.459999999999997
25.96,1.56,97.7,1419.7,13626.0,evergreen_forest,-5.220000000000002
25.98,1.57,97.69,1428.6,12880.4,evergreen_forest,-6.780000000000001
23.15,7.55,98.0,1780.3,20398.0,evergreen_forest,-1.8499999999999979
20.5,20.68,98.0,2032.8,16293.7,evergreen_forest,2.2399999999999984
22.65,8.25,98.0,2260.1,28316.6,evergreen_forest,-2.3099999999999987
23.04,5.76,98.0,2088.5,24453.2,evergreen_forest,-0.75
27.13,4.18,97.67,288.9,12765.4,mixed_agroforestry,-5.039999999999999
27.02,2.17,97.56,235.7,13937.1,mixed_agroforestry,-4.390000000000001
27.08,3.16,97.54,301.3,9540.4,mixed_agroforestry,-5.029999999999998
27.02,2.55,97.79,156.7,11250.1,mixed_agroforestry,-3.539999999999999
27.08,3.28,97.63,290.5,11215.4,mixed_agroforestry,-5.279999999999998
27.04,2.91,97.75,126.7,11417.6,mixed_agroforestry,-3.9299999999999997
27.22,0.58,95.85,414.2,12217.9,plantation_rubber_tea_spices,-4.469999999999999
27.06,2.34,97.35,344.1,9701.3,mixed_agroforestry,-4.93
27.03,0.67,96.5,334.6,24472.9,mixed_agroforestry,-3.950000000000003
25.88,4.56,96.73,607.0,16070.7,plantation_rubber_tea_spices,-4.629999999999999
27.24,6.15,97.86,133.7,29534.2,mixed_agroforestry,-3.8999999999999986
27.2,6.97,97.85,129.9,36513.0,mixed_agroforestry,-3.09
27.27,6.63,97.86,243.1,19910.6,mixed_agroforestry,-5.23
26.32,3.49,97.59,208.6,10979.1,mixed_agroforestry,-4.949999999999999
26.31,3.47,97.65,202.3,9620.2,mixed_agroforestry,-3.5599999999999987
26.75,4.75,97.94,139.1,4468.1,mixed_agroforestry,-3.7300000000000004
